"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
3;"C252";"C 25.2";"Herstellung von Metalltanks und -behältern; Herstellung von Heizkörpern und -kesseln für Zentralheizungen";"H.v. Metalltanks und Heizkörpern"
4;"C2521";"C 25.21";"Herstellung von Heizkörpern und ?kesseln für Zentralheizungen";"H.v. Heizkörpern und -kesseln"
5;"C25210";"C 25.21-0";"Herstellung von Heizkörpern und ?kesseln für Zentralheizungen";"H.v. Heizkörpern und -kesseln"
4;"C2529";"C 25.29";"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall";"H.v. Metallsammelbehältern und -tanks"
5;"C25290";"C 25.29-0";"Herstellung von Sammelbehältern, Tanks u. ä. Behältern aus Metall";"H.v. Metallsammelbehältern und -tanks"
3;"C253";"C 25.3";"Herstellung von Dampfkesseln (ohne Zentralheizungskessel)";"H.v. Dampfkesseln"
4;"C2530";"C 25.30";"Herstellung von Dampfkesseln (ohne Zentralheizungskessel)";"H.v. Dampfkesseln"
5;"C25300";"C 25.30-0";"Herstellung von Dampfkesseln (ohne Zentralheizungskessel)";"H.v. Dampfkesseln"
3;"C254";"C 25.4";"Herstellung von Waffen und Munition";"H.v. Waffen und Munition"
4;"C2540";"C 25.40";"Herstellung von Waffen und Munition";"H.v. Waffen und Munition"
5;"C25400";"C 25.40-0";"Herstellung von Waffen und Munition";"H.v. Waffen und Munition"
3;"C255";"C 25.5";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen";"H.v. Schmiede- und Stanzteilen"
4;"C2550";"C 25.50";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen";"H.v. Schmiede- und Stanzteilen"
5;"C25500";"C 25.50-0";"Herstellung von Schmiede-, Press-, Zieh- und Stanzteilen, gewalzten Ringen und pulvermetallurgischen Erzeugnissen";"H.v. Schmiede- und Stanzteilen"
3;"C256";"C 25.6";"Oberflächenveredlung und Wärmebehandlung; Mechanik a.n.g.";"Oberflächenveredlung; Mechanik a.n.g."
4;"C2561";"C 25.61";"Oberflächenveredlung und Wärmebehandlung";"Oberflächenveredlung/Wärmebehandlung"
5;"C25610";"C 25.61-0";"Oberflächenveredlung und Wärmebehandlung";"Oberflächenveredlung/Wärmebehandlung"
4;"C2562";"C 25.62";"Mechanik a.n.g.";"Mechanik a.n.g."
5;"C25620";"C 25.62-0";"Mechanik a.n.g.";"Mechanik a.n.g."
3;"C257";"C 25.7";"Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen";"H.v. Schneidwaren und Werkzeugen"
4;"C2571";"C 25.71";"Herstellung von Schneidwaren und Bestecken aus unedlen Metallen";"H.v. Schneidwaren und Bestecken"
5;"C25710";"C 25.71-0";"Herstellung von Schneidwaren und Bestecken aus unedlen Metallen";"H.v. Schneidwaren und Bestecken"
4;"C2572";"C 25.72";"Herstellung von Schlössern und Beschlägen aus unedlen Metallen";"H.v. Schlössern und Beschlägen"
5;"C25721";"C 25.72-1";"Herstellung von Schlössern aus unedlen Metallen";"H.v. Schlössern aus unedlen Metallen"
5;"C25722";"C 25.72-2";"Herstellung von Beschlägen aus unedlen Metallen";"H.v. Beschlägen aus unedlen Metallen"
4;"C2573";"C 25.73";"Herstellung von Werkzeugen";"H.v. Werkzeugen"
5;"C25731";"C 25.73-1";"Herstellung von Formen und Formkästen";"H.v. Formen und Formkästen"
5;"C25739";"C 25.73-9";"Herstellung von sonstigen Werkzeugen";"H.v. sonst. Werkzeugen"
3;"C259";"C 25.9";"Herstellung von sonstigen Metallwaren";"H.v. sonst. Metallwaren"
4;"C2591";"C 25.91";"Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall";"H.v. Fässern und Dosen aus Metall"
5;"C25910";"C 25.91-0";"Herstellung von Fässern, Trommeln, Dosen, Eimern u. ä. Behältern aus Metall";"H.v. Fässern und Dosen aus Metall"
4;"C2592";"C 25.92";"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall";"H.v. Verpackungen aus Eisen"
5;"C25920";"C 25.92-0";"Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall";"H.v. Verpackungen aus Eisen"
4;"C2593";"C 25.93";"Herstellung von Drahtwaren, Ketten und Federn";"H.v. Drahtwaren, Ketten und Federn"
5;"C25930";"C 25.93-0";"Herstellung von Drahtwaren, Ketten und Federn";"H.v. Drahtwaren, Ketten und Federn"
4;"C2594";"C 25.94";"Herstellung von Schrauben und Nieten";"H.v. Schrauben und Nieten"
5;"C25940";"C 25.94-0";"Herstellung von Schrauben und Nieten";"H.v. Schrauben und Nieten"
4;"C2599";"C 25.99";"Herstellung von sonstigen Metallwaren a.n.g.";"H.v. sonst. Metallwaren a.n.g"
5;"C25990";"C 25.99-0";"Herstellung von sonstigen Metallwaren a.n.g.";"H.v. sonst. Metallwaren a.n.g."
2;"C26";"C 26";"Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen";"H.v. Datenverarbeitungsgeräten"
3;"C261";"C 26.1";"Herstellung von elektronischen Bauelementen und Leiterplatten";"H.v. elektron. Bauelementen"
4;"C2611";"C 26.11";"Herstellung von elektronischen Bauelementen";"H.v. elektronischen Bauelementen"
5;"C26110";"C 26.11-0";"Herstellung von elektronischen Bauelementen";"H.v. elektronischen Bauelementen"
4;"C2612";"C 26.12";"Herstellung von bestückten Leiterplatten";"H.v. bestückten Leiterplatten"
5;"C26120";"C 26.12-0";"Herstellung von bestückten Leiterplatten";"H.v. bestückten Leiterplatten"
3;"C262";"C 26.2";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";"H.v. Datenverarbeitungsgeräten"
4;"C2620";"C 26.20";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";"H.v. Datenverarbeitungsgeräten"
5;"C26200";"C 26.20-0";"Herstellung von Datenverarbeitungsgeräten und peripheren Geräten";"H.v. Datenverarbeitungsgeräten"
3;"C263";"C 26.3";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";"H.v. Telekommunikationsgeräten"
4;"C2630";"C 26.30";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";"H.v. Telekommunikationsgeräten"
5;"C26300";"C 26.30-0";"Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik";"H.v. Telekommunikationsgeräten"
3;"C264";"C 26.4";"Herstellung von Geräten der Unterhaltungselektronik";"H.v. Geräten der Unterhaltungselektronik"
4;"C2640";"C 26.40";"Herstellung von Geräten der Unterhaltungselektronik";"H.v. Geräten der Unterhaltungselektronik"
5;"C26400";"C 26.40-0";"Herstellung von Geräten der Unterhaltungselektronik";"H.v. Geräten der Unterhaltungselektronik"
3;"C265";"C 26.5";"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen; Herstellung von Uhren";"H.v. Mess-/Kontrollinstrumenten, Uhren"
4;"C2651";"C 26.51";"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen";"H.v. Mess- und Kontrollinstrumenten"
5;"C26510";"C 26.51-0";"Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen";"H.v. Mess- und Kontrollinstrumenten"
4;"C2652";"C 26.52";"Herstellung von Uhren";"H.v. Uhren"
5;"C26520";"C 26.52-0";"Herstellung von Uhren";"H.v. Uhren"
3;"C266";"C 26.6";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";"H.v. elektromedizinischen Geräten"
4;"C2660";"C 26.60";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";"H.v. elektromedizinischen Geräten"
5;"C26600";"C 26.60-0";"Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten";"H.v. elektromedizinischen Geräten"
3;"C267";"C 26.7";"Herstellung von optischen und fotografischen Instrumenten und Geräten";"H.v. optischen/fotografischen Geräten"
4;"C2670";"C 26.70";"Herstellung von optischen und fotografischen Instrumenten und Geräten";"H.v. optischen/fotografischen Geräten"
5;"C26700";"C 26.70-0";"Herstellung von optischen und fotografischen Instrumenten und Geräten";"H.v. optischen/fotografischen Geräten"
3;"C268";"C 26.8";"Herstellung von magnetischen und optischen Datenträgern";"H.v. Datenträgern (magnetisch/optisch)"
4;"C2680";"C 26.80";"Herstellung von magnetischen und optischen Datenträgern";"H.v. Datenträgern (magnetisch/optisch)"
5;"C26800";"C 26.80-0";"Herstellung von magnetischen und optischen Datenträgern";"H.v. Datenträgern (magnetisch/optisch)"
2;"C27";"C 27";"Herstellung von elektrischen Ausrüstungen";"H.v. elektrischen Ausrüstungen"
3;"C271";"C 27.1";"Herstellung von Elektromotoren, Generatoren, Transformatoren, Elektrizitätsverteilungs- und -schalteinrichtungen";"H.v. Elektromotoren und Generatoren"
4;"C2711";"C 27.11";"Herstellung von Elektromotoren, Generatoren und Transformatoren";"H.v. Elektromotoren und Generatoren"
5;"C27110";"C 27.11-0";"Herstellung von Elektromotoren, Generatoren und Transformatoren";"H.v. Elektromotoren und Generatoren"
4;"C2712";"C 27.12";"Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen";"H.v. Elektrizitätsverteilungseinricht."
5;"C27120";"C 27.12-0";"Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen";"H.v. Elektrizitätsverteilungseinricht."
3;"C272";"C 27.2";"Herstellung von Batterien und Akkumulatoren";"H.v. Batterien und Akkumulatoren"
4;"C2720";"C 27.20";"Herstellung von Batterien und Akkumulatoren";"H.v. Batterien und Akkumulatoren"
5;"C27200";"C 27.20-0";"Herstellung von Batterien und Akkumulatoren";"H.v. Batterien und Akkumulatoren"
3;"C273";"C 27.3";"Herstellung von Kabeln und elektrischem Installationsmaterial";"H.v. Kabeln und elektr.Installationsmat."
4;"C2731";"C 27.31";"Herstellung von Glasfaserkabeln";"H.v. Glasfaserkabeln"
5;"C27310";"C 27.31-0";"Herstellung von Glasfaserkabeln";"H.v. Glasfaserkabeln"
4;"C2732";"C 27.32";"Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln";"H.v. sonst. elektr. Drähten und Kabeln"
5;"C27320";"C 27.32-0";"Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln";"H.v. sonst. elektr. Drähten und Kabeln"
4;"C2733";"C 27.33";"Herstellung von elektrischem Installationsmaterial";"H.v. elektr. Installationsmaterial"
5;"C27330";"C 27.33-0";"Herstellung von elektrischem Installationsmaterial";"H.v. elektr. Installationsmaterial"
3;"C274";"C 27.4";"Herstellung von elektrischen Lampen und Leuchten";"H.v. elektr. Lampen und Leuchten"
4;"C2740";"C 27.40";"Herstellung von elektrischen Lampen und Leuchten";"H.v. elektr. Lampen und Leuchten"
5;"C27400";"C 27.40-0";"Herstellung von elektrischen Lampen und Leuchten";"H.v. elektr. Lampen und Leuchten"
3;"C275";"C 27.5";"Herstellung von Haushaltsgeräten";"H.v. Haushaltsgeräten"
4;"C2751";"C 27.51";"Herstellung von elektrischen Haushaltsgeräten";"H.v. elektr. Haushaltsgeräten"
5;"C27510";"C 27.51-0";"Herstellung von elektrischen Haushaltsgeräten";"H.v. elektr. Haushaltsgeräten"
4;"C2752";"C 27.52";"Herstellung von nicht elektrischen Haushaltsgeräten";"H.v. nicht elektr. Haushaltsgeräten"
5;"C27520";"C 27.52-0";"Herstellung von nicht elektrischen Haushaltsgeräten";"H.v. nicht elektr. Haushaltsgeräten"
3;"C279";"C 27.9";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a.n.g.";"H.v. elektr. Ausrüstungen a.n.g."
4;"C2790";"C 27.90";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a.n.g.";"H.v. elektr. Ausrüstungen a.n.g."
5;"C27900";"C 27.90-0";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten a.n.g.";"H.v. elektr. Ausrüstungen a.n.g."
2;"C28";"C 28";"Maschinenbau";"Maschinenbau"
3;"C281";"C 28.1";"Herstellung von nicht wirtschaftszweigspezifischen Maschinen";"H.v. nicht spezifischen Maschinen"
4;"C2811";"C 28.11";"Herstellung von Verbrennungsmotoren und Turbinen (ohne Motoren für Luft- und Straßenfahrzeuge)";"H.v. Verbrennungsmotoren und Turbinen"
5;"C28110";"C 28.11-0";"Herstellung von Verbrennungsmotoren und Turbinen (ohne Motoren für Luft- und Straßenfahrzeuge)";"H.v. Verbrennungsmotoren und Turbinen"
4;"C2812";"C 28.12";"Herstellung von hydraulischen und pneumatischen Komponenten und Systemen";"H.v. hydraulischen Komponenten"
5;"C28120";"C 28.12-0";"Herstellung von hydraulischen und pneumatischen Komponenten und Systemen";"H.v. hydraulischen Komponenten"
4;"C2813";"C 28.13";"Herstellung von Pumpen und Kompressoren a.n.g.";"H.v. Pumpen und Kompressoren a.n.g."
5;"C28130";"C 28.13-0";"Herstellung von Pumpen und Kompressoren a.n.g.";"H.v. Pumpen und Kompressoren a.n.g."
4;"C2814";"C 28.14";"Herstellung von Armaturen a. n. g.";"H.v. Armaturen a.n.g."
5;"C28140";"C 28.14-0";"Herstellung von Armaturen a. n. g.";"H.v. Armaturen a.n.g."
4;"C2815";"C 28.15";"Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen";"H.v. Lagern, Getrieben und Zahnrädern"
5;"C28150";"C 28.15-0";"Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen";"H.v. Lagern, Getrieben und Zahnrädern"
3;"C282";"C 28.2";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen";"H.v. sonst. nicht spezifischen Maschinen"
4;"C2821";"C 28.21";"Herstellung von Öfen und Brennern";"H.v. Öfen und Brennern"
5;"C28210";"C 28.21-0";"Herstellung von Öfen und Brennern";"H.v. Öfen und Brennern"
4;"C2822";"C 28.22";"Herstellung von Hebezeugen und Fördermitteln";"H.v. Hebezeugen und Fördermitteln"
5;"C28220";"C 28.22-0";"Herstellung von Hebezeugen und Fördermitteln";"H.v. Hebezeugen und Fördermitteln"
4;"C2823";"C 28.23";"Herstellung von Büromaschinen (ohne Datenverarbeitungsgeräte und periphere Geräte)";"H.v. Büromaschinen"
5;"C28230";"C 28.23-0";"Herstellung von Büromaschinen (ohne Datenverarbeitungsgeräte und periphere Geräte)";"H.v. Büromaschinen"
4;"C2824";"C 28.24";"Herstellung von handgeführten Werkzeugen mit Motorantrieb";"H.v. Handwerkzeugen mit Motorantrieb"
5;"C28240";"C 28.24-0";"Herstellung von handgeführten Werkzeugen mit Motorantrieb";"H.v. Handwerkzeugen mit Motorantrieb"
4;"C2825";"C 28.25";"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt";"H.v. kälte-/lufttechn. Erzeugnissen"
5;"C28250";"C 28.25-0";"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt";"H.v. kälte-/lufttechn. Erzeugnissen"
4;"C2829";"C 28.29";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a.n.g.";"H.v. sonstigen Maschinen a.n.g."
5;"C28290";"C 28.29-0";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a.n.g.";"H.v. sonstigen Maschinen a.n.g."
3;"C283";"C 28.3";"Herstellung von land- und forstwirtschaftlichen Maschinen";"H.v. land-/forstwirtschaftl. Maschinen"
4;"C2830";"C 28.30";"Herstellung von land- und forstwirtschaftlichen Maschinen";"H.v. land-/forstwirtschaftl. Maschinen"
5;"C28300";"C 28.30-0";"Herstellung von land- und forstwirtschaftlichen Maschinen";"H.v. land-/forstwirtschaftl. Maschinen"
3;"C284";"C 28.4";"Herstellung von Werkzeugmaschinen";"H.v. Werkzeugmaschinen"
4;"C2841";"C 28.41";"Herstellung von Werkzeugmaschinen für die Metallbearbeitung";"H.v. Maschinen für die Metallbearbeitung"
5;"C28410";"C 28.41-0";"Herstellung von Werkzeugmaschinen für die Metallbearbeitung";"H.v. Maschinen für die Metallbearbeitung"
4;"C2849";"C 28.49";"Herstellung von sonstigen Werkzeugmaschinen";"H.v. sonst. Werkzeugmaschinen"
5;"C28491";"C 28.49-1";"Herstellung von Werkzeugmaschinen für die Holzbearbeitung";"H.v. Maschinen für die Holzbearbeitung"
5;"C28499";"C 28.49-9";"Herstellung von sonstigen Werkzeugmaschinen a.n.g.";"H.v. sonst. Werkzeugmaschinen"
3;"C289";"C 28.9";"Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige";"H.v. Maschinen/Wirtschaftszweige a.n.g."
4;"C2891";"C 28.91";"Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen";"H.v. Maschinen für die Metallerzeugung"
5;"C28910";"C 28.91-0";"Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen";"H.v. Maschinen für die Metallerzeugung"
4;"C2892";"C 28.92";"Herstellung von Bergwerks-, Bau- und Baustoffmaschinen";"H.v. Bergwerks- und Baumaschinen"
5;"C28920";"C 28.92-0";"Herstellung von Bergwerks-, Bau- und Baustoffmaschinen";"H.v. Bergwerks- und Baumaschinen"
4;"C2893";"C 28.93";"Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung";"H.v. Maschinen/Nahrungsmittelerzeugung"
5;"C28930";"C 28.93-0";"Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung";"H.v. Maschinen/Nahrungsmittelerzeugung"
4;"C2894";"C 28.94";"Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung";"H.v. Textilherstellungsmaschinen"
5;"C28940";"C 28.94-0";"Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung";"H.v. Textilherstellungsmaschinen"
4;"C2895";"C 28.95";"Herstellung von Maschinen für die Papiererzeugung und -verarbeitung";"H.v. Maschinen/Papiererzeugung"
5;"C28950";"C 28.95-0";"Herstellung von Maschinen für die Papiererzeugung und -verarbeitung";"H.v. Maschinen/Papiererzeugung"
4;"C2896";"C 28.96";"Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk";"H.v. Maschinen/Kunststoffverarbeitung"
5;"C28960";"C 28.96-0";"Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk";"H.v. Maschinen/Kunststoffverarbeitung"
4;"C2899";"C 28.99";"Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a.n.g.";"H.v. Maschinen/Wirtschaftszweige a.n.g."
5;"C28991";"C 28.99-1";"Herstellung von Druckerei- und Buchbindereimaschinen";"H.v. Druckereimaschinen"
5;"C28999";"C 28.99-9";"Herstellung von sonstigen Maschinen für sonstige bestimmte Wirtschaftszweige a.n.g.";"H.v. Maschinen/Wirtschaftszweige a.n.g."
2;"C29";"C 29";"Herstellung von Kraftwagen und Kraftwagenteilen";"H.v. Kraftwagen und -teilen"
3;"C291";"C 29.1";"Herstellung von Kraftwagen und Kraftwagenmotoren";"H.v. Kraftwagen und Kraftwagenmotoren"
4;"C2910";"C 29.10";"Herstellung von Kraftwagen und Kraftwagenmotoren";"H.v. Kraftwagen und Kraftwagenmotoren"
5;"C29100";"C 29.10-0";"Herstellung von Kraftwagen und Kraftwagenmotoren";"H.v. Kraftwagen und Kraftwagenmotoren"
3;"C292";"C 29.2";"Herstellung von Karosserien, Aufbauten und Anhängern";"H.v. Karosserien und Aufbauten"
4;"C2920";"C 29.20";"Herstellung von Karosserien, Aufbauten und Anhängern";"H.v. Karosserien und Aufbauten"
5;"C29200";"C 29.20-0";"Herstellung von Karosserien, Aufbauten und Anhängern";"H.v. Karosserien und Aufbauten"
3;"C293";"C 29.3";"Herstellung von Teilen und Zubehör für Kraftwagen";"H.v. Teilen und Zubehör für Kfz"
4;"C2931";"C 29.31";"Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen";"H.v. elektr. Ausrüstungen für Kfz"
5;"C29310";"C 29.31-0";"Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen";"H.v. elektr. Ausrüstungen für Kfz"
4;"C2932";"C 29.32";"Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen";"H.v. sonst. Teilen und Zubehör für Kfz"
5;"C29320";"C 29.32-0";"Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen";"H.v. sonst. Teilen und Zubehör für Kfz"
2;"C30";"C 30";"Sonstiger Fahrzeugbau";"Sonst. Fahrzeugbau"
3;"C301";"C 30.1";"Schiff- und Bootsbau";"Schiff- und Bootsbau"
4;"C3011";"C 30.11";"Schiffbau (ohne Boots- und Yachtbau)";"Schiffbau (ohne Boots- und Yachtbau)"
5;"C30110";"C 30.11-0";"Schiffbau (ohne Boots- und Yachtbau)";"Schiffbau (ohne Boots- und Yachtbau)"
4;"C3012";"C 30.12";"Boots- und Yachtbau";"Boots- und Yachtbau"
5;"C30120";"C 30.12-0";"Boots- und Yachtbau";"Boots- und Yachtbau"
3;"C302";"C 30.2";"Schienenfahrzeugbau";"Schienenfahrzeugbau"
4;"C3020";"C 30.20";"Schienenfahrzeugbau";"Schienenfahrzeugbau"
5;"C30200";"C 30.20-0";"Schienenfahrzeugbau";"Schienenfahrzeugbau"
3;"C303";"C 30.3";"Luft- und Raumfahrzeugbau";"Luft- und Raumfahrzeugbau"
4;"C3030";"C 30.30";"Luft- und Raumfahrzeugbau";"Luft- und Raumfahrzeugbau"
5;"C30300";"C 30.30-0";"Luft- und Raumfahrzeugbau";"Luft- und Raumfahrzeugbau"
3;"C304";"C 30.4";"Herstellung von militärischen Kampffahrzeugen";"H.v. militärischen Kampffahrzeugen"
4;"C3040";"C 30.40";"Herstellung von militärischen Kampffahrzeugen";"H.v. militärischen Kampffahrzeugen"
5;"C30400";"C 30.40-0";"Herstellung von militärischen Kampffahrzeugen";"H.v. militärischen Kampffahrzeugen"
3;"C309";"C 30.9";"Herstellung von Fahrzeugen a.n.g.";"H.v. Fahrzeugen a.n.g."
4;"C3091";"C 30.91";"Herstellung von Krafträdern";"H.v. Krafträdern"
5;"C30910";"C 30.91-0";"Herstellung von Krafträdern";"H.v. Krafträdern"
4;"C3092";"C 30.92";"Herstellung von Fahrrädern sowie von Behindertenfahrzeugen";"H.v. Fahrrädern"
5;"C30920";"C 30.92-0";"Herstellung von Fahrrädern sowie von Behindertenfahrzeugen";"H.v. Fahrrädern"
4;"C3099";"C 30.99";"Herstellung von sonstigen Fahrzeugen a.n.g.";"H.v. sonst. Fahrzeugen a.n.g."
5;"C30990";"C 30.99-0";"Herstellung von sonstigen Fahrzeugen a.n.g.";"H.v. sonst. Fahrzeugen a.n.g."
2;"C31";"C 31";"Herstellung von Möbeln";"H.v. Möbeln"
3;"C310";"C 31.0";"Herstellung von Möbeln";"H.v. Möbeln"
4;"C3101";"C 31.01";"Herstellung von Büro- und Ladenmöbeln";"H.v. Büro- und Ladenmöbeln"
5;"C31011";"C 31.01-1";"Herstellung von Büromöbeln";"H.v. Büromöbeln"
5;"C31012";"C 31.01-2";"Herstellung von Ladenmöbeln";"H.v. Ladenmöbeln"
4;"C3102";"C 31.02";"Herstellung von Küchenmöbeln";"H.v. Küchenmöbeln"
5;"C31020";"C 31.02-0";"Herstellung von Küchenmöbeln";"H.v. Küchenmöbeln"
4;"C3103";"C 31.03";"Herstellung von Matratzen";"H.v. Matratzen"
5;"C31030";"C 31.03-0";"Herstellung von Matratzen";"H.v. Matratzen"
4;"C3109";"C 31.09";"Herstellung von sonstigen Möbeln";"H.v. sonst. Möbeln"
5;"C31090";"C 31.09-0";"Herstellung von sonstigen Möbeln";"H.v. sonst. Möbeln"
2;"C32";"C 32";"Herstellung von sonstigen Waren";"H.v. sonst. Waren"
3;"C321";"C 32.1";"Herstellung von Münzen, Schmuck und ähnlichen Erzeugnissen";"H.v. Münzen, Schmuck u.ä. Erzeugnissen"
4;"C3211";"C 32.11";"Herstellung von Münzen";"H.v. Münzen"
5;"C32110";"C 32.11-0";"Herstellung von Münzen";"H.v. Münzen"
4;"C3212";"C 32.12";"Herstellung von Schmuck, Gold- und Silberschmiedewaren (ohne Fantasieschmuck)";"H.v. Schmuck; Gold-/Silberschmiedewaren"
5;"C32120";"C 32.12-0";"Herstellung von Schmuck, Gold- und Silberschmiedewaren (ohne Fantasieschmuck)";"H.v. Schmuck; Gold-/Silberschmiedewaren"
4;"C3213";"C 32.13";"Herstellung von Fantasieschmuck";"H.v. Fantasieschmuck"
5;"C32130";"C 32.13-0";"Herstellung von Fantasieschmuck";"H.v. Fantasieschmuck"
3;"C322";"C 32.2";"Herstellung von Musikinstrumenten";"H.v. Musikinstrumenten"
4;"C3220";"C 32.20";"Herstellung von Musikinstrumenten";"H.v. Musikinstrumenten"
5;"C32200";"C 32.20-0";"Herstellung von Musikinstrumenten";"H.v. Musikinstrumenten"
3;"C323";"C 32.3";"Herstellung von Sportgeräten";"H.v. Sportgeräten"
4;"C3230";"C 32.30";"Herstellung von Sportgeräten";"H.v. Sportgeräten"
5;"C32300";"C 32.30-0";"Herstellung von Sportgeräten";"H.v. Sportgeräten"
3;"C324";"C 32.4";"Herstellung von Spielwaren";"H.v. Spielwaren"
4;"C3240";"C 32.40";"Herstellung von Spielwaren";"H.v. Spielwaren"
5;"C32400";"C 32.40-0";"Herstellung von Spielwaren";"H.v. Spielwaren"
3;"C325";"C 32.5";"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien";"H.v. medizinischen Apparaten"
4;"C3250";"C 32.50";"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien";"H.v. medizinischen Apparaten"
5;"C32501";"C 32.50-1";"Zahntechnische Laboratorien";"Zahntechnische Laboratorien"
5;"C32502";"C 32.50-2";"Herstellung von Sehbehelfen und deren Teile";"H.v. Sehbehelfen und deren Teile"
5;"C32509";"C 32.50-9";"Herstellung von sonstigen medizinischen und zahnmedizinischen Apparaten und Materialien";"H.v. sonst. medizinischen Apparaten"
3;"C329";"C 32.9";"Herstellung von Erzeugnissen a.n.g.";"H.v. Erzeugnissen a.n.g."
4;"C3291";"C 32.91";"Herstellung von Besen und Bürsten";"H.v. Besen und Bürsten"
5;"C32910";"C 32.91-0";"Herstellung von Besen und Bürsten";"H.v. Besen und Bürsten"
4;"C3299";"C 32.99";"Herstellung von sonstigen Erzeugnissen a.n.g.";"H.v. sonst. Erzeugnissen a.n.g."
5;"C32990";"C 32.99-0";"Herstellung von sonstigen Erzeugnissen a.n.g.";"H.v. sonst. Erzeugnissen a.n.g."
2;"C33";"C 33";"Reparatur und Installation von Maschinen und Ausrüstungen";"Reparatur/Installation v. Maschinen"
3;"C331";"C 33.1";"Reparatur von Metallerzeugnissen, Maschinen und Ausrüstungen";"Reparatur v. Maschinen"
4;"C3311";"C 33.11";"Reparatur von Metallerzeugnissen";"Reparatur v. Metallerzeugnissen"
5;"C33110";"C 33.11-0";"Reparatur von Metallerzeugnissen";"Reparatur v. Metallerzeugnissen"
4;"C3312";"C 33.12";"Reparatur von Maschinen";"Reparatur v. Maschinen"
5;"C33120";"C 33.12-0";"Reparatur von Maschinen";"Reparatur v. Maschinen"
4;"C3313";"C 33.13";"Reparatur von elektronischen und optischen Geräten";"Reparatur v. elektr./optischen Geräten"
5;"C33130";"C 33.13-0";"Reparatur von elektronischen und optischen Geräten";"Reparatur v. elektr./optischen Geräten"
4;"C3314";"C 33.14";"Reparatur von elektrischen Ausrüstungen";"Reparatur v. elektr. Ausrüstungen"
5;"C33140";"C 33.14-0";"Reparatur von elektrischen Ausrüstungen";"Reparatur v. elektr. Ausrüstungen"
